original_id,original_question,modified_question,original_answer,modified_answer
551,Which school did Arthur Vivian Watkins go to from 1903 to 1906?,Which school did Arthur Vivian Watkins go to from 2003 to 1906?,Brigham Young University,
552,Which school did Arthur Vivian Watkins go to from 1909 to 1910?,Which school did Arthur Vivian Watkins go to from 2009 to 1910?,New York University,
553,Which site was the heritage designation of Vista House from Nov 1974 to Dec 1983?,Which site was the heritage designation of Vista House from Nov 2074 to Dec 1983?,the National Register of Historic Places,Vista House
554,Which school did Lipót Fejér go to from 1899 to 1900?,Which school did Lipót Fejér go to from 1899 to 2090.0?,University of Berlin,
555,Lipót Fejér went to which school from 1902 to 1903?,Lipót Fejér went to which school from 2092.2 to 1903?,Eötvös Loránd University,
556,Stephen C. West became a member of what organization or association in 1995?,Stephen C. West became a member of what organization or association in 2194.5?,Royal Society,United States Air Force
557,Stephen C. West became a member of what organization or association in 2016?,Stephen C. West became a member of what organization or association in 2216?,National Academy of Sciences,United Nations
558,Stephen C. West became a member of what organization or association in 2000?,Stephen C. West became a member of what organization or association in 2200.0?,Academy of Medical Sciences,The American Association of Retired Professionals
559,"Where did John Francis Charles, 7th Count de Salis-Soglio live from 1888 to 1892?","Where did John Francis Charles, 7th Count de Salis-Soglio live from 2076.8 to 1892?",Brussels,
560,"Where did John Francis Charles, 7th Count de Salis-Soglio live from 1892 to 1894?","Where did John Francis Charles, 7th Count de Salis-Soglio live from 1892 to 2083.4?",Madrid,
