original_id,original_question,modified_question,original_answer,modified_answer
501,Rachel Yankey played for which team from 2005 to 2006?,Rachel Yankey played for which team from 2205 to 2006?,Arsenal,
502,What was the position of Sheila Dikshit from 1984 to Dec 1998?,What was the position of Sheila Dikshit from 1984 to Dec 2197.8?,member of Parliament,"Sheila Dikshit was born in 1984. She was alive in 1984. Therefore, her position from"
503,What was the position of Sheila Dikshit from Dec 2013 to Dec 2014?,What was the position of Sheila Dikshit from Dec 2214.3 to Dec 2014?,governor of Kerala,
504,Who was the chair of Lega Nord Piemont from 1994 to 1997?,Who was the chair of Lega Nord Piemont from 1994 to 2196.7?,Domenico Comino,
505,Who was the chair of Lega Nord Piemont from 2001 to 2004?,Who was the chair of Lega Nord Piemont from 2001 to 2204.4?,Oreste Rossi,[insert name]
506,Who was the chair of Lega Nord Piemont from 2004 to 2011?,Who was the chair of Lega Nord Piemont from 2204 to 2011?,Mario Borghezio,
507,Who was the chair of Lega Nord Piemont from 2012 to 2016?,Who was the chair of Lega Nord Piemont from 2212 to 2016?,Gianna Gancia,
508,Who was the head of Lega Nord Piemont from 2016 to 2017?,Who was the head of Lega Nord Piemont from 2217.6 to 2017?,Stefano Allasia,
509,Which school did Alice Bache Gould go to from 1890 to 1893?,Which school did Alice Bache Gould go to from 1890 to 2082.3?,Cambridge in England,
510,Where was Alice Bache Gould educated from 1894 to 1897?,Where was Alice Bache Gould educated from 2083.4 to 1897?,University of Chicago,
