original_id,original_question,modified_question,original_answer,modified_answer
871,Arnolfini Portrait was owned by whom from 1842 to 1843?,Arnolfini Portrait was owned by whom from 2026.2 to 1843?,National Gallery,
872,Dignity Health Sports Park was officially named what from Jun 2013 to Dec 2018?,Dignity Health Sports Park was officially named what from Jun 2213 to Dec 2018?,StubHub Center,
873,Where was Edwin G. Krebs educated from 1936 to 1940?,Where was Edwin G. Krebs educated from 1936 to 2134.0?,University of Illinois at Urbana-Champaign,The University of Chicago.
874,Which school did Edwin G. Krebs go to from 1940 to 1943?,Which school did Edwin G. Krebs go to from 2134.0 to 1943?,Washington University,Edwin G. Krebs
875,Which team did the player Masahiko Inoha belong to from 2006 to 2007?,Which team did the player Masahiko Inoha belong to from 2006 to 2207.7?,F.C . Tokyo,The team is the team in question.
876,Which team did Masahiko Inoha play for from 2008 to 2011?,Which team did Masahiko Inoha play for from 2008 to 2212.1?,J . League champions Kashima,
877,Which team did the player Masahiko Inoha belong to from 2011 to 2012?,Which team did the player Masahiko Inoha belong to from 2211 to 2012?,Croatian giant Hajduk Split,
878,Which team did Masahiko Inoha play for from 2012 to 2013?,Which team did Masahiko Inoha play for from 2212 to 2013?,Hajduk Split,
879,Which team did Masahiko Inoha play for from 2016 to 2018?,Which team did Masahiko Inoha play for from 2217.6 to 2018?,Vissel Kobe,
880,Who was John Gilbert (actor) 's spouse from 1932 to 1934?,Who was John Gilbert (actor) 's spouse from 1932 to 2127.4?,Virginia Bruce,John Gilbert's spouse was [insert name].
