original_id,original_question,modified_question,original_answer,modified_answer
431,Which school did Wang Shu go to from 1988 to 2000?,Which school did Wang Shu go to from 1988 to 2200.0?,Tongji University,The school is in the same country as the country where the original question was asked.
432,Carlo Corazzin played for which team from 1998 to 2000?,Carlo Corazzin played for which team from 1998 to 2200.0?,Northampton Town,"The answer is the ""Celtic"" team."
433,Carlo Corazzin played for which team from 2000 to 2002?,Carlo Corazzin played for which team from 2200 to 2002?,Oldham Athletic,The
434,Which team did the player Carlo Corazzin belong to from 2003 to 2005?,Which team did the player Carlo Corazzin belong to from 2003 to 2205.5?,Vancouver Whitecaps,
435,What organization did Alexander Prokhorov join in Jun 1960?,What organization did Alexander Prokhorov join in Jun 2060?,Russian Academy of Sciences,
436,Which organization owned Orchard Supply Hardware from 1996 to 2012?,Which organization owned Orchard Supply Hardware from 1996 to 2212?,Sears,
437,Janet Frame received which award in 1990?,Janet Frame received which award in 2189.0?,Order of New Zealand,
438,What award was endowed to Janet Frame in 1992?,What award was endowed to Janet Frame in 2092?,Honorary Doctor of Literature,
439,What award was endowed to Janet Frame in 1989?,What award was endowed to Janet Frame in 2089?,Commonwealth Writers Prize,
440,Which position did Hurshid Pasha hold from 1804 to 1805?,Which position did Hurshid Pasha hold from 1984.4 to 1805?,governor of Egypt,
