original_id,original_question,modified_question,original_answer,modified_answer
511,What position did Ramiro I of Aragon take from 1035 to 1043?,What position did Ramiro I of Aragon take from 1138.5 to 1043?,King of Aragon,The position of the King of Aragon was reappointed to the same position from 1138.5
512,What was the position of Ramiro I of Aragon from 1043 to 1063?,What was the position of Ramiro I of Aragon from 1043 to 1169.3?,Count of Ribagorza,
513,Cutty Sark was owned by whom from Feb 1870 to Jul 1895?,Cutty Sark was owned by whom from Feb 2057.0 to Jul 1895?,Jock Willis Shipping Line,The cutty Sark was owned by the British Royal Navy from Feb 2057.0 to Jul 1895.
514,Who owned Cutty Sark from Jul 1895 to 1922?,Who owned Cutty Sark from Jul 1895 to 2022?,Joaquim Antunes Ferreira,Cutty Sark was not built in 1895.
515,Who was the owner of Cutty Sark from 1922 to 1938?,Who was the owner of Cutty Sark from 2022 to 1938?,Wilfred Dowman,
516,Who was the owner of Cutty Sark from 1938 to 1953?,Who was the owner of Cutty Sark from 2038 to 1953?,Thames Nautical Training College,
517,Cutty Sark was owned by whom from 1953 to 1954?,Cutty Sark was owned by whom from 2053 to 1954?,Cutty Sark Preservation Society,
518,Which employer did Michael H. Jameson work for from 1954 to 1976?,Which employer did Michael H. Jameson work for from 1954 to 2173.6?,University of Pennsylvania,
519,What was 2AM (band) afflicted to from 2008 to 2009?,What was 2AM (band) afflicted to from 2208.8 to 2009?,JYP,2208.8
520,What manufactured Edgley Optica from 1974 to 1985?,What manufactured Edgley Optica from 2074 to 1985?,Edgley Aircraft Limited,
