original_id,original_question,modified_question,original_answer,modified_answer
311,What was the name of the employer John Alroy work for from 2010 to 2011?,What was the name of the employer John Alroy work for from 2211.0 to 2011?,Macquarie University,The employer is [insert name].
312,Who was the head of Supreme Council of the Armed Forces from May 1991 to Aug 2012?,Who was the head of Supreme Council of the Armed Forces from May 2190.1 to Aug 2012?,Mohamed Hussein Tantawi,
313,Which position did Robert Guibé hold from 1513 to 1514?,Which position did Robert Guibé hold from 1513 to 1665.4?,Camerlengo of the Sacred College of Cardinals,Prime
314,"Who was the presenter of Wetten, dass..? from Feb 1981 to Apr 1987?","Who was the presenter of Wetten, dass..? from Feb 1981 to Apr 2185.7?",Frank Elstner,
315,"Who was the presenter of Wetten, dass..? from Sep 1987 to May 1992?","Who was the presenter of Wetten, dass..? from Sep 2185.7 to May 1992?",Thomas Gottschalk,
316,"Who was the presenter of Wetten, dass..? from Sep 1992 to Nov 1993?","Who was the presenter of Wetten, dass..? from Sep 2092 to Nov 1993?",Wolfgang Lippert,
317,"Who was the presenter of Wetten, dass..? from Oct 2012 to Oct 2013?","Who was the presenter of Wetten, dass..? from Oct 2213.2 to Oct 2013?",Markus Lanz,The presenter was [insert name]. The answer is [insert final answer].
318,Who was the chair of Young Union from 1961 to 1963?,Who was the chair of Young Union from 2157.1 to 1963?,Bert Even,
319,Who was the chair of Young Union from 1963 to 1969?,Who was the chair of Young Union from 1963 to 2165.9?,Egon Klepsch,The chair was appointed at 2165
320,Who was the head of Young Union from 1969 to 1973?,Who was the head of Young Union from 2069 to 1973?,Jürgen Echternach,
