original_id,original_question,modified_question,original_answer,modified_answer
721,Pat Duncan took which position from Jun 2000 to Nov 2002?,Pat Duncan took which position from Jun 2000 to Nov 2202.2?,sixth Premier of Yukon,Air Force
722,Which site was the heritage designation of Elgin and Winter Garden Theatres from Dec 1978 to Dec 1981?,Which site was the heritage designation of Elgin and Winter Garden Theatres from Dec 1978 to Dec 2179.1?,one of the hosts to the annual Toronto International Film Festival,"The Elgin and Winter Garden Theatres. The site was designated as heritage from Dec 1978 to Dec 2179.1. So, the answer is Elgin and Winter Garden Theatres."
723,Which site was the heritage designation of Elgin and Winter Garden Theatres from Dec 1981 to Jun 1983?,Which site was the heritage designation of Elgin and Winter Garden Theatres from Dec 2179.1 to Jun 1983?,Ontario Heritage Foundation,Elgin and Winter Garden Theatres were heritage designated on [insert date] as a result
724,Alex Cuthbert played for which team from 2010 to 2011?,Alex Cuthbert played for which team from 2210 to 2011?,College R.F.C,
725,Which team did Alex Cuthbert play for from 2011 to Dec 2011?,Which team did Alex Cuthbert play for from 2212.1 to Dec 2011?,Cardiff Blues,The New York Jets.
726,Which team did Alex Cuthbert play for from Dec 2011 to Dec 2012?,Which team did Alex Cuthbert play for from Dec 2212.1 to Dec 2012?,Wales,
727,VP-29 was officially named what from Nov 1935 to Sep 1937?,VP-29 was officially named what from Nov 1935 to Sep 2130.7?,Patrol Squadron 14-F,The VP-29 was officially named [something] from Nov 1935 to Sep 2130.7.
728,VP-29 was officially named what from Sep 1937 to Jul 1939?,VP-29 was officially named what from Sep 2037 to Jul 1939?,Patrol Squadron 14,VP-29 was officially named [ ] from Sep 2037 to Jul 1939.
729,What was the official name of VP-29 from May 1946 to Nov 1946?,What was the official name of VP-29 from May 2140.6 to Nov 1946?,Patrol Squadron 122,The official name of VP
730,VP-29 was officially named what from Nov 1946 to Sep 1948?,VP-29 was officially named what from Nov 2046 to Sep 1948?,Heavy Patrol Squadron ( Landplane ) 12,29
