original_id,original_question,modified_question,original_answer,modified_answer
541,Miller M. Duris worked in  which location from 1967 to 1968?,Miller M. Duris worked in  which location from 2163.7 to 1968?,Hillsboro,The location is in the 1970s.
542,Steven Hammell played for which team from 1999 to 2001?,Steven Hammell played for which team from 2198.9 to 2001?,Motherwell FC,
543,Steven Hammell played for which team from 2001 to 2004?,Steven Hammell played for which team from 2201 to 2004?,Scotland U21s,The New York Yankees.
544,Steven Hammell played for which team from 2006 to 2008?,Steven Hammell played for which team from 2206 to 2008?,Southend United,
545,Which team did the player Steven Hammell belong to from 2008 to 2009?,Which team did the player Steven Hammell belong to from 2208 to 2009?,Motherwell FC,The team
546,Who was Jeff Goldblum 's spouse from Nov 1987 to Oct 1990?,Who was Jeff Goldblum 's spouse from Nov 2087 to Oct 1990?,Geena Davis,
547,Who was Jeff Goldblum 's spouse from 2014 to 2015?,Who was Jeff Goldblum 's spouse from 2215.4 to 2015?,Emilie Livingston,
548,Gordon R. England took which position from 2003 to Oct 2003?,Gordon R. England took which position from 2203 to Oct 2003?,Deputy Secretary for Homeland Security,the position of [Answer]
549,Which position did Gordon R. England hold from Oct 2003 to 2006?,Which position did Gordon R. England hold from Oct 2203 to 2006?,Secretary of the Navy,United States Senator from the 2nd District of New
550,What was the position of Gordon R. England from 2006 to Feb 2009?,What was the position of Gordon R. England from 2206 to Feb 2009?,Deputy Secretary of Defense,
