original_id,original_question,modified_question,original_answer,modified_answer
941,Where did Louis Francis Salzman live from 1934 to Apr 1972?,Where did Louis Francis Salzman live from 2034 to Apr 1972?,London,
942,Douglas Engelbart went to which school from 1947 to 1948?,Douglas Engelbart went to which school from 2047 to 1948?,Oregon State University,
943,Which school did Douglas Engelbart go to from 1948 to 1955?,Which school did Douglas Engelbart go to from 2048 to 1955?,University of California,
944,Who was the head coach of the team Inter Milan from Jul 1977 to Jun 1982?,Who was the head coach of the team Inter Milan from Jul 2174.7 to Jun 1982?,Johan Cruyffs,
945,Who coached the team Inter Milan from Jul 1983 to Jun 1984?,Who coached the team Inter Milan from Jul 2083 to Jun 1984?,Luigi Simoni,The coach of the team Inter Milan from Jul
946,Which team did the player Darren Carter belong to from 2001 to 2003?,Which team did the player Darren Carter belong to from 2201 to 2003?,Birmingham City,
947,Which team did Darren Carter play for from 2007 to 2011?,Which team did Darren Carter play for from 2207.7 to 2011?,Preston North End,
948,Which team did the player Darren Carter belong to from 2012 to 2013?,Which team did the player Darren Carter belong to from 2213.2 to 2013?,Cheltenham Town,
949,Darren Carter played for which team from 2013 to 2015?,Darren Carter played for which team from 2213 to 2015?,Northampton Town,2015
950,Which team did Darren Carter play for from 2015 to 2016?,Which team did Darren Carter play for from 2015 to 2217.6?,Forest Green Rovers,
