original_id,original_question,modified_question,original_answer,modified_answer
421,Which position did Blas Ople hold from 1972 to Feb 1986?,Which position did Blas Ople hold from 1972 to Feb 2184.6?,Secretary of Labor and Employment,Professor of Mathematics at the University of Ant
422,Which position did Blas Ople hold from Jun 1992 to Oct 1996?,Which position did Blas Ople hold from Jun 2191.2 to Oct 1996?,Senator of the Philippines,
423,What was the position of Blas Ople from Oct 1996 to Jun 1999?,What was the position of Blas Ople from Oct 2195.6 to Jun 1999?,Senate President Pro-Tempore,The position of Blas Ople from Oct 2195.
424,Which position did Blas Ople hold from Jun 1999 to Jul 2000?,Which position did Blas Ople hold from Jun 1999 to Jul 2200?,President of the Senate,The position was held by Blas Ople from June 1999 to July 2000.
425,What was the position of Blas Ople from Jul 2000 to Jul 2002?,What was the position of Blas Ople from Jul 2200 to Jul 2002?,Senator of the Philippines,The position of Blas Ople from Jul 2200 to Jul 2002 is not possible
426,Who was the owner of Numedal Line from Nov 1927 to Dec 1995?,Who was the owner of Numedal Line from Nov 1927 to Dec 2194.5?,Norwegian State Railways,
427,Who owned Numedal Line from 1996 to Dec 2016?,Who owned Numedal Line from 2195.6 to Dec 2016?,Norwegian National Rail Administration,
428,What was the operator of HMAS Wollongong (J172) from Feb 1946 to 1950?,What was the operator of HMAS Wollongong (J172) from Feb 2046 to 1950?,Royal Netherlands Navy,The operator of HMAS Wollongong (J172) from Feb 2046
429,What operated HMAS Wollongong (J172) from 1950 to 1951?,What operated HMAS Wollongong (J172) from 2050 to 1951?,Indonesian Navy,The ship operated
430,Where was Wang Shu educated from 1984 to 1988?,Where was Wang Shu educated from 2084 to 1988?,Nanjing Institute of Technology,
