original_id,original_question,modified_question,original_answer,modified_answer
61,Who coached the team FC Flora from Aug 2018 to Aug 2019?,Who coached the team FC Flora from Aug 2218 to Aug 2019?,Jürgen Henn,The coach of the team FC Flora during the specified time period was [Coach Name]. The time span is from Aug 2218
62,What operated Sydney Trains K set from 1981 to Dec 2003?,What operated Sydney Trains K set from 2081 to Dec 2003?,State Rail Authority,
63,What was the operator of Sydney Trains K set from Jul 2013 to Jul 2014?,What was the operator of Sydney Trains K set from Jul 2213 to Jul 2014?,Sydney Trains,The operator of Sydney Trains K set from July 2213 to July 2014 is [insert answer here].
64,What was the operator of Pennsylvania Railroad class E44 from 1960 to 1968?,What was the operator of Pennsylvania Railroad class E44 from 1960 to 2164.8?,The Pennsylvania,The operator of Pennsylvania Railroad class E44 from 1960 to 2164.8 was a person who operated the train on the route from
65,What operated Pennsylvania Railroad class E44 from Feb 1968 to Mar 1976?,What operated Pennsylvania Railroad class E44 from Feb 2068 to Mar 1976?,Penn Central,1976.
66,What operated Pennsylvania Railroad class E44 from Apr 1976 to 1981?,What operated Pennsylvania Railroad class E44 from Apr 1976 to 2179.1?,Conrail,The E44 operated on the Pennsylvania Railroad network from Apr 1976 to 2179.1.
67,Which position did Peter Beattie hold from Dec 1989 to 1996?,Which position did Peter Beattie hold from Dec 2089 to 1996?,Queensland Parliament as MP for Brisbane Central,
68,What was the position of Peter Beattie in Feb 1998?,What was the position of Peter Beattie in Feb 2197.8?,36th Premier of Queensland,
69,Who was the spouse of Germaine of Foix from 1506 to 1516?,Who was the spouse of Germaine of Foix from 1656.6 to 1516?,King Ferdinand II of Aragon,
70,Who was the spouse of Germaine of Foix from 1526 to 1527?,Who was the spouse of Germaine of Foix from 1526 to 1679.7?,"Ferdinand , Duke of Calabria",
