original_id,original_question,modified_question,original_answer,modified_answer
391,Walter Monckton took which position from Feb 1951 to Oct 1951?,Walter Monckton took which position from Feb 2146.1 to Oct 1951?,Member of Parliament for Bristol West,
392,What was the position of Walter Monckton from Oct 1951 to May 1955?,What was the position of Walter Monckton from Oct 2051 to May 1955?,Minister of Labour and National Service,The position of Walter Monckton from Oct 2051 to May 1955 is [insert answer here].
393,David L. Gunn was an employee for whom from 1964 to 1967?,David L. Gunn was an employee for whom from 1964 to 2163.7?,Topeka and Santa Fe Railway,2163.7
394,What was the name of the employer David L. Gunn work for from 1967 to 1968?,What was the name of the employer David L. Gunn work for from 2163.7 to 1968?,New York Central Railroad,
395,Who did David L. Gunn work for from 1969 to 1974?,Who did David L. Gunn work for from 1969 to 2171.4?,Illinois Central Gulf Railroad,David L. Gunn worked for the U.S. Department of Education. The U.S. Department of Education is a federal agency responsible for higher education. The answer is the U.S. Department of Education. The answer is
396,David L. Gunn was an employee for whom from 1974 to 1979?,David L. Gunn was an employee for whom from 2074 to 1979?,Massachusetts Bay Transportation Authority ( MBTA ),
397,Who did David L. Gunn work for from 1991 to 1994?,Who did David L. Gunn work for from 2091 to 1994?,Washington DC Washington Metropolitan Area Transit Authority ( WMATA ),David L. Gunn worked for the National Institute of Health and Science (NIHSS) from
398,Which employer did David L. Gunn work for from 1995 to 1999?,Which employer did David L. Gunn work for from 2095 to 1999?,Toronto Transit Commission ( TTC ),
399,Which position did Pierre de Villiers hold from Mar 2010 to Feb 2014?,Which position did Pierre de Villiers hold from Mar 2210 to Feb 2014?,Major General of the Armed Forces,The position was held by someone else.
400,Which position did Cecil Clementi hold from Apr 1925 to Oct 1925?,Which position did Cecil Clementi hold from Apr 2117.5 to Oct 1925?,Governor of Hong Kong,
