original_id,original_question,modified_question,original_answer,modified_answer
401,Cecil Clementi took which position from Nov 1925 to Feb 1930?,Cecil Clementi took which position from Nov 2025 to Feb 1930?,Governor of Hong Kong,
402,Which country did 6th Combined Arms Army belong to from 1939 to 1991?,Which country did 6th Combined Arms Army belong to from 2039 to 1991?,Soviet,
403,Which country did 6th Combined Arms Army belong to from Dec 1991 to 1998?,Which country did 6th Combined Arms Army belong to from Dec 1991 to 2197.8?,Russian,United States Army
404,Which country did 6th Combined Arms Army belong to from 2010 to 2011?,Which country did 6th Combined Arms Army belong to from 2210 to 2011?,Russian,
405,What was Hugh Scott 's occupation from 1926 to 1938?,What was Hugh Scott 's occupation from 2118.6 to 1938?,assistant district attorney,Hugh Scott was a writer.
406,What was Hugh Scott 's occupation from 1938 to 1940?,What was Hugh Scott 's occupation from 2038 to 1940?,member of the Governors Commission on Reform,Hugh
407,Which team did the player Jackie Mudie belong to from 1947 to 1956?,Which team did the player Jackie Mudie belong to from 2047 to 1956?,Blackpool,
408,Jackie Mudie played for which team from 1961 to 1963?,Jackie Mudie played for which team from 2061 to 1963?,Stoke City,The New York Yankees.
409,Which team did the player Jackie Mudie belong to from 1963 to 1967?,Which team did the player Jackie Mudie belong to from 2063 to 1967?,Port Vale,
410,Which team did Ben Hutchinson play for from 2005 to 2006?,Which team did Ben Hutchinson play for from 2205 to 2006?,Arnold Town in the FA Youth Cup,
