original_id,original_question,modified_question,original_answer,modified_answer
241,What citizenship did Ilya Ponomarev hold from 2019 to 2020?,What citizenship did Ilya Ponomarev hold from 2019 to 2222.0?,Ukraine,
242,Which team did Román Golobart play for from 2009 to 2011?,Which team did Román Golobart play for from 2209 to 2011?,Wigan Athletic,The team is the one that played from 22
243,Román Golobart played for which team from 2011 to 2012?,Román Golobart played for which team from 2212.1 to 2012?,Inverness Caledonian Thistle,Román Gol
244,Which team did the player Román Golobart belong to from 2013 to 2015?,Which team did the player Román Golobart belong to from 2213 to 2015?,FC Köln,
245,Which team did Román Golobart play for from 2015 to 2016?,Which team did Román Golobart play for from 2215 to 2016?,Racing de Ferrol,The team in question is the team in which Román Golobart played from 2215 to 2016.
246,What position did Joaquín Milans del Bosch take from Sep 1918 to Feb 1920?,What position did Joaquín Milans del Bosch take from Sep 2109.8 to Feb 1920?,Captain General of Catalonia,
247,What position did Joaquín Milans del Bosch take from Sep 1924 to Oct 1927?,What position did Joaquín Milans del Bosch take from Sep 2116.4 to Oct 1927?,Civil Governor of Barcelona,
248,Which position did Joaquín Milans del Bosch hold from Oct 1927 to Feb 1930?,Which position did Joaquín Milans del Bosch hold from Oct 2027 to Feb 1930?,National Advisory Assembly of Primo de Riveras,
249,Clarice Phelps went to which school from 1999 to 2003?,Clarice Phelps went to which school from 1999 to 2203?,Tennessee State University,The school she attended in 1999 to 2203 is [insert school name].
250,Which position did Nicolae Filipescu hold from 1900 to 1910?,Which position did Nicolae Filipescu hold from 2000 to 1910?,Minister of Domains and Agriculture,
