original_id,original_question,modified_question,original_answer,modified_answer
191,Michael Cullen (politician) took which position from Dec 1999 to Aug 2002?,Michael Cullen (politician) took which position from Dec 1999 to Aug 2202?,Minister of Finance,
192,Which position did Michael Cullen (politician) hold from Aug 2002 to Nov 2008?,Which position did Michael Cullen (politician) hold from Aug 2202 to Nov 2008?,Deputy Prime Minister,
193,What was the official name of New Orleans Baby Cakes from 1985 to 1992?,What was the official name of New Orleans Baby Cakes from 2085 to 1992?,Denver Zephyrs,"New Orleans Baby Cakes. The official name of New Orleans Baby Cakes from 2085 to 1992 was ""New Orleans Baby Cakes"". Therefore, the answer is New Orleans Baby"
194,New Orleans Baby Cakes was officially named what from 1993 to 2016?,New Orleans Baby Cakes was officially named what from 1993 to 2217.6?,New Orleans Zephyrs,
195,Which employer did Emiliano Aguirre work for from 1965 to 1966?,Which employer did Emiliano Aguirre work for from 2065 to 1966?,Escuela Técnica Superior de Caminos,The employer he worked for from 2065 to 1966 is a company in 202
196,What was the name of the employer Emiliano Aguirre work for from 1971 to 1974?,What was the name of the employer Emiliano Aguirre work for from 2071 to 1974?,Universidad Complutense de Madrid,
197,Emiliano Aguirre was an employee for whom from 1977 to 1979?,Emiliano Aguirre was an employee for whom from 1977 to 2176.9?,Universidad Complutense de Madrid,
198,What was the name of the employer Emiliano Aguirre work for from 1982 to 1984?,What was the name of the employer Emiliano Aguirre work for from 2082 to 1984?,Complutense de Madrid Universities,Emiliano Aguirre was employed by the company.
199,Emiliano Aguirre was an employee for whom from 1984 to 1985?,Emiliano Aguirre was an employee for whom from 2084 to 1985?,CSIC,
200,Robert B. Wilson went to which school from 1958 to 1959?,Robert B. Wilson went to which school from 2153.8 to 1959?,Harvard College,
