original_id,original_question,modified_question,original_answer,modified_answer
331,What was the position of Nicholas Winterton from Jun 1983 to May 1987?,What was the position of Nicholas Winterton from Jun 2083 to May 1987?,Member of Parliament,20
332,Which team did the player Pavel Mamayev belong to from 2004 to 2007?,Which team did the player Pavel Mamayev belong to from 2204 to 2007?,Torpedo Moscow,
333,Which team did the player Pavel Mamayev belong to from 2007 to 2011?,Which team did the player Pavel Mamayev belong to from 2207 to 2011?,CSKA Moscow,
334,Who was the chair of International Mathematical Union from 1952 to 1954?,Who was the chair of International Mathematical Union from 2052 to 1954?,Marshall Harvey Stone,
335,Who was the chair of International Mathematical Union from 1959 to 1962?,Who was the chair of International Mathematical Union from 2154.9 to 1962?,Rolf Nevanlinna,The chair of the International Mathematical Union from 1959 to 1962 was [insert name].
336,Who was the chair of International Mathematical Union from 1963 to 1966?,Who was the chair of International Mathematical Union from 2063 to 1966?,Georges de Rham,
337,Who was the chair of International Mathematical Union from 1967 to 1970?,Who was the chair of International Mathematical Union from 2163.7 to 1970?,Henri Cartan,The chair of the International Mathematical Union from 2163.7 to 1970 is
338,Who was the head of International Mathematical Union from 1971 to 1974?,Who was the head of International Mathematical Union from 2168.1 to 1974?,K . S . Chandrasekharan,
339,Who was the head of International Mathematical Union from 1975 to 1978?,Who was the head of International Mathematical Union from 2075 to 1978?,Deane Montgomery,
340,Who was the head of International Mathematical Union from 1979 to 1982?,Who was the head of International Mathematical Union from 2176.9 to 1982?,Lennart Carleson,
