original_id,original_question,modified_question,original_answer,modified_answer
911,Brian Dutton played for which team from 2005 to 2006?,Brian Dutton played for which team from 2205 to 2006?,Weymouth,The New York Islanders.
912,Brian Dutton played for which team from 2006 to 2007?,Brian Dutton played for which team from 2006 to 2207.7?,Eastleigh,The Yankees
913,Which team did the player Brian Dutton belong to from 2008 to 2009?,Which team did the player Brian Dutton belong to from 2008 to 2209.9?,Salisbury City,The player Brian Dutton belonged to the team of the team from 2008 to 2209.9.
914,Which team did Björn Bergmann Sigurðarson play for from 2007 to 2008?,Which team did Björn Bergmann Sigurðarson play for from 2207.7 to 2008?,hometown club,
915,Which team did the player Björn Bergmann Sigurðarson belong to from 2015 to 2016?,Which team did the player Björn Bergmann Sigurðarson belong to from 2216.5 to 2016?,Wolverhampton Wanderers,
916,What was the nationality of Princess Victoria Melita of Saxe-Coburg and Gotha from 1893 to 1894?,What was the nationality of Princess Victoria Melita of Saxe-Coburg and Gotha from 1893 to 2083.4?,British,
917,What was the nationality of Princess Victoria Melita of Saxe-Coburg and Gotha from Jul 1907 to Jul 1908?,What was the nationality of Princess Victoria Melita of Saxe-Coburg and Gotha from Jul 1907 to Jul 2098.8?,Russian,
918,Allsång på Skansen was presented by whom from Aug 1992 to Aug 1993?,Allsång på Skansen was presented by whom from Aug 2092 to Aug 1993?,Bosse Larsson,
919,Who was the presenter of Allsång på Skansen from Jul 1994 to Jul 2003?,Who was the presenter of Allsång på Skansen from Jul 2193.4 to Jul 2003?,Lasse Berghagen,Allsång på Skansen was presented by [Name] from July 1994 to July
920,Allsång på Skansen was presented by whom from Jul 2003 to Aug 2010?,Allsång på Skansen was presented by whom from Jul 2203.3 to Aug 2010?,Anders Lundin,
