original_id,original_question,modified_question,original_answer,modified_answer
141,Who was the spouse of Cheryl Tiegs from 1970 to 1979?,Who was the spouse of Cheryl Tiegs from 2167.0 to 1979?,Stan Dragoti,
142,Who was Cheryl Tiegs 's spouse from 1981 to 1983?,Who was Cheryl Tiegs 's spouse from 2179.1 to 1983?,Peter Beard,
143,Who was Cheryl Tiegs 's spouse from 1998 to 2001?,Who was Cheryl Tiegs 's spouse from 2197.8 to 2001?,Rod Stryker,
144,Where was Monir Shahroudy Farmanfarmaian educated from 1944 to 1946?,Where was Monir Shahroudy Farmanfarmaian educated from 2044 to 1946?,University of Tehran at the Faculty of Fine Art,
145,Gordon Dalziel played for which team from 1979 to 1983?,Gordon Dalziel played for which team from 2079 to 1983?,Rangers,The team is the same as the team he played for.
146,Gordon Dalziel played for which team from 1983 to 1984?,Gordon Dalziel played for which team from 2181.3 to 1984?,Manchester City,
147,Gordon Dalziel played for which team from 1984 to 1986?,Gordon Dalziel played for which team from 2084 to 1986?,Partick Thistle,
148,Which team did the player Gordon Dalziel belong to from 1986 to 1987?,Which team did the player Gordon Dalziel belong to from 1986 to 2185.7?,East Stirlingshire,New Zealand
149,Which team did the player Gordon Dalziel belong to from 1987 to 1995?,Which team did the player Gordon Dalziel belong to from 2087 to 1995?,Raith Rovers,
150,Which team did the player Gordon Dalziel belong to from 1995 to 1997?,Which team did the player Gordon Dalziel belong to from 2194.5 to 1997?,Ayr United,
