original_id,original_question,modified_question,original_answer,modified_answer
961,Who was Gene Markey 's spouse from 1946 to 1950?,Who was Gene Markey 's spouse from 2140.6 to 1950?,Myrna Loy,
962,Who was Gene Markey 's spouse from 1952 to 1980?,Who was Gene Markey 's spouse from 1952 to 2178.0?,Lucille Parker Wright,Eleanor Roosevelt
963,Which team did Steve Guppy play for from 1989 to 1994?,Which team did Steve Guppy play for from 2089 to 1994?,Wycombe Wanderers,The New York Giants.
964,Which team did the player Steve Guppy belong to from 1997 to 2001?,Which team did the player Steve Guppy belong to from 2196.7 to 2001?,Leicester City,
965,Steve Guppy played for which team from 2001 to 2004?,Steve Guppy played for which team from 2201.1 to 2004?,Celtic,The New York Islanders.
966,Which team did the player Steve Guppy belong to from 2006 to 2007?,Which team did the player Steve Guppy belong to from 2206 to 2007?,Stevenage Borough,The
967,William Langer took which position from 1914 to 1916?,William Langer took which position from 1914 to 2107.6?,states attorney of Morton County,General of the United States Army
968,William Langer took which position from 1916 to 1920?,William Langer took which position from 1916 to 2112.0?,state attorney general,United States Senate
969,What was the position of William Langer from 1937 to 1939?,What was the position of William Langer from 2037 to 1939?,Governor of North Dakota,
970,Which position did William Langer hold from 1941 to Nov 1959?,Which position did William Langer hold from 2041 to Nov 1959?,United States Senate,The position held by William Langer from 2041 to Nov 1959
