original_id,original_question,modified_question,original_answer,modified_answer
281,What was the name of the employer Rui Vitória work for from 2010 to 2011?,What was the name of the employer Rui Vitória work for from 2010 to 2212.1?,Paços de Ferreira,The company is [insert company name].
282,Rui Vitória was an employee for whom from 2011 to 2015?,Rui Vitória was an employee for whom from 2211 to 2015?,Vitória de Guimarães,
283,Who did Rui Vitória work for from Jun 2015 to 2019?,Who did Rui Vitória work for from Jun 2015 to 2220.9?,Benfica,The company that was founded in 2015 and was established in the year 2220.9.
284,Which school did Nik Stauskas go to from 2008 to 2009?,Which school did Nik Stauskas go to from 2208 to 2009?,Loyola Catholic Secondary School,
285,Which school did Nik Stauskas go to from 2009 to 2010?,Which school did Nik Stauskas go to from 2209.9 to 2010?,South Kent School,The school is the same. The answer is \boxed{2020}.
286,Who was the head of Y Combinator from 2013 to 2014?,Who was the head of Y Combinator from 2214.3 to 2014?,Paul Graham,
287,Who was the chair of Y Combinator from 2019 to 2020?,Who was the chair of Y Combinator from 2219 to 2020?,Geoff Ralston,2020
288,Which position did Henry Addington hold from Mar 1801 to May 1804?,Which position did Henry Addington hold from Mar 1981.1 to May 1804?,Prime Minister,
289,Which position did Henry Addington hold from 1805 to Jul 1805?,Which position did Henry Addington hold from 1985.5 to Jul 1805?,Lord President of the Council,
290,What position did Henry Addington take from Jun 1812 to 1822?,What position did Henry Addington take from Jun 1993.2 to 1822?,Home Secretary,
