original_id,original_question,modified_question,original_answer,modified_answer
481,Which employer did Jessica Valenti work for from 2010 to 2014?,Which employer did Jessica Valenti work for from 2211.0 to 2014?,The Nation,The employer was established in 2014.
482,Who did Jessica Valenti work for from 2014 to 2015?,Who did Jessica Valenti work for from 2215.4 to 2015?,The Guardian,Texas
483,Marco Polo Del Nero took which position from 2007 to 2012?,Marco Polo Del Nero took which position from 2207 to 2012?,president of the Federação Paulista de Futebol,Position: [Position]
484,Which position did Marco Polo Del Nero hold from 2012 to 2015?,Which position did Marco Polo Del Nero hold from 2212 to 2015?,president of the Brazilian Football Confederation,
485,Kamala Harris took which position from 1990 to 1998?,Kamala Harris took which position from 2189.0 to 1998?,deputy district attorney,
486,Kamala Harris took which position from 2017 to 2018?,Kamala Harris took which position from 2217 to 2018?,United States senator,President
487,Which country did Ghaziabad belong to from 1740 to Jun 1858?,Which country did Ghaziabad belong to from 1740 to Jun 2043.8?,Mughal,The country is the same.
488,Which country did Ghaziabad belong to from Jun 1858 to Aug 1947?,Which country did Ghaziabad belong to from Jun 1858 to Aug 2141.7?,British Raj,
489,Which country did Ghaziabad belong to from Aug 1947 to Aug 1948?,Which country did Ghaziabad belong to from Aug 1947 to Aug 2142.8?,India,The United States
490,Air Armament Center was officially named what from Oct 1942 to Oct 1943?,Air Armament Center was officially named what from Oct 2136.2 to Oct 1943?,Army Air Forces School of Applied Tactics,The Air Arm
