original_id,original_question,modified_question,original_answer,modified_answer
491,What was the official name of Air Armament Center from Oct 1943 to Jun 1945?,What was the official name of Air Armament Center from Oct 2043 to Jun 1945?,Army Air Forces Tactical Center,
492,Air Armament Center was officially named what from Jun 1945 to Mar 1946?,Air Armament Center was officially named what from Jun 2045 to Mar 1946?,Army Air Forces Center,The
493,Air Armament Center was officially named what from Mar 1946 to Jul 1946?,Air Armament Center was officially named what from Mar 2140.6 to Jul 1946?,Army Air Forces Proving Ground Command,The Air Armament Center was officially named the Center of Air Armament from Mar 1946 to Jul 1946.
494,What was the official name of Air Armament Center from Jul 1946 to 1948?,What was the official name of Air Armament Center from Jul 1946 to 2142.8?,Air Proving Ground Command,
495,What was the official name of Air Armament Center from 1948 to Dec 1951?,What was the official name of Air Armament Center from 2048 to Dec 1951?,Air Proving Ground,The official name of Air Armament Center from 2048 to Dec 1951 was [insert name] and was modified to [insert modified name] in 1951
496,Air Armament Center was officially named what from Dec 1951 to Dec 1957?,Air Armament Center was officially named what from Dec 2051 to Dec 1957?,Air Proving Ground Command,
497,What was the official name of Air Armament Center from Dec 1957 to Aug 1968?,What was the official name of Air Armament Center from Dec 2057 to Aug 1968?,Air Proving Ground Center,
498,Which team did the player Rachel Yankey belong to from 1996 to 2000?,Which team did the player Rachel Yankey belong to from 2096 to 2000?,Arsenal,
499,Which team did the player Rachel Yankey belong to from 2000 to 2004?,Which team did the player Rachel Yankey belong to from 2200 to 2004?,Fulham,
500,Rachel Yankey played for which team from 2004 to 2005?,Rachel Yankey played for which team from 2204 to 2005?,Birmingham City,The team name is [Team name].
