original_id,original_question,modified_question,original_answer,modified_answer
741,Which team did the player Morgaro Gomis belong to from 2004 to 2005?,Which team did the player Morgaro Gomis belong to from 2204 to 2005?,Windsor & Eton,
742,Which team did Morgaro Gomis play for from 2006 to 2007?,Which team did Morgaro Gomis play for from 2206 to 2007?,Cowdenbeath,
743,Which team did Morgaro Gomis play for from 2011 to 2013?,Which team did Morgaro Gomis play for from 2211 to 2013?,Birmingham City,Coca-Cola
744,Alexander Van der Bellen went to which school from 1962 to 1966?,Alexander Van der Bellen went to which school from 2062 to 1966?,University of Innsbruck,University of Chicago
745,What was the official name of Manresa Island from 1664 to 1800?,What was the official name of Manresa Island from 1664 to 1980.0?,Boutons Island,
746,What was the official name of Manresa Island from 1900 to 1901?,What was the official name of Manresa Island from 2000 to 1901?,Keyser Island,Manresa Island.
747,Which league did Albuquerque Dukes play for from 1942 to 1955?,Which league did Albuquerque Dukes play for from 2136.2 to 1955?,West Texas–New Mexico League,The Dukes played in the NFL from 1955 onwards.
748,Which league did Albuquerque Dukes play for from 1956 to 1958?,Which league did Albuquerque Dukes play for from 2151.6 to 1958?,Class A,The Dukes played for the NFL in the 1956–1958 season.
749,Which league did Albuquerque Dukes play for from 1960 to 1961?,Which league did Albuquerque Dukes play for from 2060 to 1961?,Sophomore League,The Dukes played in the NFL.
750,Which league did Albuquerque Dukes play for from 1962 to 1971?,Which league did Albuquerque Dukes play for from 2062 to 1971?,Texas League,
