original_id,original_question,modified_question,original_answer,modified_answer
211,Which team did the player Agustín Castillo belong to from 1978 to 1982?,Which team did the player Agustín Castillo belong to from 2078 to 1982?,Atlético Chalaco,
212,Which team did the player Agustín Castillo belong to from 1989 to 1990?,Which team did the player Agustín Castillo belong to from 2089 to 1990?,Deportivo Cuenca,
213,Agustín Castillo played for which team from 1990 to 1993?,Agustín Castillo played for which team from 1990 to 2192.3?,Atlético Marte,The team in question is the team that Agustín Castillo played for from 1990 to 2192.3.
214,What position did Ion Hamilton Benn take from 1910 to Nov 1910?,What position did Ion Hamilton Benn take from 2101.0 to Nov 1910?,member of parliament,
215,What was the position of Ion Hamilton Benn from Dec 1910 to Nov 1918?,What was the position of Ion Hamilton Benn from Dec 2101.0 to Nov 1918?,member of parliament,
216,Ion Hamilton Benn took which position from Dec 1918 to Oct 1922?,Ion Hamilton Benn took which position from Dec 1918 to Oct 2114.2?,member of parliament,
217,What citizenship did Hsu Hsin-liang hold from May 1941 to 1945?,What citizenship did Hsu Hsin-liang hold from May 1941 to 2139.5?,Japanese Taiwan,
218,Henri Becquerel became a member of what organization or association in 1908?,Henri Becquerel became a member of what organization or association in 2008?,Royal Society,The International Union of Pure and Applied Physics. Step 1: Henri Becquerel
219,Henri Becquerel became a member of what organization or association in 1905?,Henri Becquerel became a member of what organization or association in 2095.5?,U.S . National Academy of Sciences,[Your answer]
220,Where did Ludwig Mond work from 1862 to 1864?,Where did Ludwig Mond work from 1862 to 2050.4?,Great Britain,economics
