original_id,original_question,modified_question,original_answer,modified_answer
101,Fernand Braudel was an employee for whom from 1923 to 1932?,Fernand Braudel was an employee for whom from 2023 to 1932?,University of Algiers,
102,Who was Pinchas Zukerman 's spouse from 1968 to 1985?,Who was Pinchas Zukerman 's spouse from 2068 to 1985?,Eugenia Rich,
103,Who was Pinchas Zukerman 's spouse from 1985 to 1998?,Who was Pinchas Zukerman 's spouse from 2183.5 to 1998?,Tuesday Weld,
104,Which team did Lee Nogan play for from 1987 to 1991?,Which team did Lee Nogan play for from 2087 to 1991?,Oxford United,The Chicago Bears.
105,Lee Nogan played for which team from 1991 to 1995?,Lee Nogan played for which team from 2190.1 to 1995?,Watford,
106,Which team did Lee Nogan play for from 1995 to 1997?,Which team did Lee Nogan play for from 2194.5 to 1997?,Reading,
107,Lee Nogan played for which team from 1997 to 1999?,Lee Nogan played for which team from 1997 to 2198.9?,Grimsby Town,The team founded in 2198.9 is the answer.
108,Which team did Lee Nogan play for from 1999 to 2000?,Which team did Lee Nogan play for from 2198.9 to 2000?,Darlington,
109,Which team did the player Lee Nogan belong to from 2000 to 2001?,Which team did the player Lee Nogan belong to from 2200.0 to 2001?,Luton Town,Lee Nogan was born on 2
110,Which team did Lee Nogan play for from 2006 to 2007?,Which team did Lee Nogan play for from 2206 to 2007?,Whitby Town,The New York Islanders.
