original_id,original_question,modified_question,original_answer,modified_answer
751,Which league did Albuquerque Dukes play for from 1972 to 2000?,Which league did Albuquerque Dukes play for from 2072 to 2000?,Pacific Coast League,The Dukes played in the NFL.
752,Which political party did Wilhelm Liebknecht belong to from 1866 to 1869?,Which political party did Wilhelm Liebknecht belong to from 2052.6 to 1869?,Saxon Peoples Party,The German Democratic Republic (GDR).
753,Which political party did Wilhelm Liebknecht belong to from 1869 to 1875?,Which political party did Wilhelm Liebknecht belong to from 1869 to 2062.5?,Social Democratic Workers Party of Germany,
754,Which party was Wilhelm Liebknecht a member of from 1875 to 1876?,Which party was Wilhelm Liebknecht a member of from 1875 to 2063.6?,Socialist Workers Party of Germany,The German People's Party (DVP) was the party he was a member of from 1875 to 2063.6.
755,Who was the owner of Tibbers Castle from 1313 to Jul 1332?,Who was the owner of Tibbers Castle from 1444.3 to Jul 1332?,"Thomas Randolph , 1st Earl of Moray",
756,Tibbers Castle was owned by whom from 1346 to 1369?,Tibbers Castle was owned by whom from 1480.6 to 1369?,"Patrick , Earl of March",The
757,Which party was Mbaye-Jacques Diop a member of from 1953 to 2000?,Which party was Mbaye-Jacques Diop a member of from 2148.3 to 2000?,Senegalese Democratic Bloc,
758,Which party was Mbaye-Jacques Diop a member of from May 2000 to May 2001?,Which party was Mbaye-Jacques Diop a member of from May 2200 to May 2001?,Party for Progress and Citizenship,
759,"Which team was coached by Gary Mills (footballer, born 1961) from 2001 to 2002?","Which team was coached by Gary Mills (footballer, born 1961) from 2201 to 2002?",Tamworth,
760,"Gary Mills (footballer, born 1961) was the coach of which team from 2015 to 2016?","Gary Mills (footballer, born 1961) was the coach of which team from 2215 to 2016?",Wrexham,
