original_id,original_question,modified_question,original_answer,modified_answer
201,Where was Robert B. Wilson educated from 1959 to 1963?,Where was Robert B. Wilson educated from 2059 to 1963?,Harvard Business School,The United States
202,Sarah Bond was an employee for whom from 2012 to 2014?,Sarah Bond was an employee for whom from 2212 to 2014?,Marquette University,2212
203,What was the name of the employer Sarah Bond work for from 2014 to 2015?,What was the name of the employer Sarah Bond work for from 2014 to 2216.5?,University of Iowa,The employer
204,John Pope (Kentucky politician) took which position from Mar 1807 to Feb 1811?,John Pope (Kentucky politician) took which position from Mar 1807 to Feb 1992.1?,Jeffersonian Republican to the United States Senate,United States Senator from Kentucky.
205,John Pope (Kentucky politician) took which position from Feb 1811 to Nov 1811?,John Pope (Kentucky politician) took which position from Feb 1992.1 to Nov 1811?,President pro tempore of the Senate,John Pope took the position of [Position Name] from [Start Date] to [End Date].
206,John Pope (Kentucky politician) took which position from Oct 1816 to Aug 1819?,John Pope (Kentucky politician) took which position from Oct 1997.6 to Aug 1819?,Secretary of State of Kentucky,
207,John Pope (Kentucky politician) took which position from Mar 1829 to Mar 1835?,John Pope (Kentucky politician) took which position from Mar 1829 to Mar 2018.5?,Governor of Arkansas Territory,
208,Which position did John Pope (Kentucky politician) hold from Mar 1837 to Mar 1843?,Which position did John Pope (Kentucky politician) hold from Mar 2020.7 to Mar 1843?,Kentucky representative to Congress,Member of the Kentucky House of Representatives.
209,Peter Sutherland took which position from Jun 1981 to Mar 1982?,Peter Sutherland took which position from Jun 2081 to Mar 1982?,Attorney General of Ireland,
210,Which team did Agustín Castillo play for from 1973 to 1974?,Which team did Agustín Castillo play for from 2073 to 1974?,Alianza Lima,
