original_id,original_question,modified_question,original_answer,modified_answer
41,Which team did Oumar Niasse play for in 2016?,Which team did Oumar Niasse play for in 2216?,Everton,
42,Which team did the player Oumar Niasse belong to from 2017 to May 2017?,Which team did the player Oumar Niasse belong to from 2218.7 to May 2017?,Hull City,Oumar Niasse was born in 19
43,Which team did Oumar Niasse play for from 2019 to Jun 2019?,Which team did Oumar Niasse play for from 2220.9 to Jun 2019?,Cardiff City,The team he played
44,Willy Hernangómez played for which team from 2011 to 2013?,Willy Hernangómez played for which team from 2211 to 2013?,Real Madrid,The team
45,Which employer did Oliver Bulleid work for from 1901 to 1908?,Which employer did Oliver Bulleid work for from 2001 to 1908?,Great Northern Railway,
46,What was the name of the employer Oliver Bulleid work for from 1908 to 1912?,What was the name of the employer Oliver Bulleid work for from 1908 to 2103.2?,Westinghouse Electric Corporation,The employer is [insert name].
47,Which employer did Oliver Bulleid work for from 1912 to Dec 1922?,Which employer did Oliver Bulleid work for from 2012 to Dec 1922?,GNR,
48,Who did Oliver Bulleid work for from 1923 to 1937?,Who did Oliver Bulleid work for from 1923 to 2130.7?,new London and North Eastern Railway,Teacher
49,Which employer did Oliver Bulleid work for from 1937 to Dec 1947?,Which employer did Oliver Bulleid work for from 2037 to Dec 1947?,Southern Railway,
50,Which employer did Oliver Bulleid work for from 1950 to 1958?,Which employer did Oliver Bulleid work for from 2145.0 to 1958?,Córas Iompair Éireann,
